kind	id	value
order	178	6.7223719491429756
order	774	3.2858828542741874
order	791	2.1812361009150405
order	485	1.7126340264640514
order	513	0.93307020022861897
order	757	0.7189730570497237
order	1011	2.9482495449411936
order	1041	2.1626789819442513
order	1081	1.4450817155655695
order	1206	4.7557028910891024
order	1220	2.1531859687925019
order	517	-1.0001810781573346
order	1060	2.7572027423591829
order	27	5.8889815027316983
order	314	2.6222271572574405
order	373	7.1390968545565618
order	403	-1.5506992449654295
order	19	2.7073051038626508
order	637	1.5156121663920334
order	794	8.1060148562940526
order	1218	0.46428673116486252
order	41	4.7076786707430642
order	402	1.1799584972225616
order	501	2.406881946886303
order	587	8.1387073166953918
order	60	0.4607651620766135
order	1137	3.913364756586784
order	1169	2.6912361009150407
order	199	7.030316889354765
order	246	5.3419964928009493
order	1131	4.2752555162314154
order	270	2.7900351871120903
order	329	1.3910871103094802
order	520	0.7316617933061772
order	942	3.54184556872465
order	32	7.5157682024739945
order	602	1.9807397692335271
order	878	8.9307899207247061
order	690	1.4459500768387659
order	700	1.3327435655570947
order	839	3.1841693482105176
order	1079	4.816751393314699
order	307	4.0916267113539551
order	979	3.4773271233335605
order	59	3.7552929760950047
order	750	7.9881849578447222
order	912	0.40923610091504031
order	1068	3.6952399658114881
order	1123	0.76612938917946316
order	473	0.73141627856590297
order	622	4.6750090511196829
order	43	1.6652361009150405
order	383	15.119154217982121
order	854	10.211133529556829
order	539	3.1896528850194636
order	284	5.8659223362201089
order	574	1.5637071576097088
order	811	2.4599960137139276
order	1077	0.080651184440970719
order	136	10.66814457902616
order	242	1.1357106554342185
order	1026	2.4077251547138161
order	286	1.1472361009150398
order	856	0.89707243726668096
order	25	0.41608150290075901
order	621	1.4464845425818336
order	676	0.015793565158163964
order	58	4.466622420324124
order	548	5.8121593886346155
order	1029	5.6207130923383186
order	94	0.25528705166554977
order	769	9.9687528616042016
order	927	1.8388678712241837
order	26	-0.16897549453873298
order	275	1.5559040326013793
order	525	0.051368429843248936
order	829	3.8240659221749773
order	957	5.9019279382659171
order	575	1.7990475465734597
order	698	4.0358757305904893
order	192	0.86783630153167002
order	449	6.7275817537315428
order	113	1.0890817155655697
order	433	1.6228099711010817
order	985	3.8419743962614628
order	1098	5.9233659999695538
order	79	1.9848213896863445
order	189	1.7683618285766451
order	519	1.6160222175999395
order	652	-0.11829519598113061
