kind	id	value
order	136	2.3363026004867167
order	158	1.8509074096421074
order	572	2.3050168611235793
order	653	1.0712575441150634
order	284	1.2635454952999663
order	449	6.7647998064802728
order	654	6.7647998064802728
order	1053	4.8086082701563573
order	12	1.1347393703753799
order	92	1.8587986575870705
order	656	0.38834684695200483
order	171	3.2701925245651142
order	703	3.7359593647322829
order	1186	0.55877575917051503
order	121	2.5174531871103794
order	584	2.074116199790327
order	808	3.8908122340220204
order	987	6.2396424783379389
order	221	0.17049578650744143
order	1057	1.2676560670933767
order	1084	1.2817733510239846
order	219	0.77719889880718329
order	899	-0.78279161675098885
order	1124	2.0053563463921558
order	1227	2.5980584441488954
order	153	1.1471157974267001
order	592	4.0268617708932659
order	3	0.22477926017815084
order	510	0.28362085106763296
order	570	6.7044738093042877
order	71	2.5074866544158887
order	1231	-0.29989995706572964
order	138	9.9416280092627503
order	484	11.890784355863634
order	666	3.9172578620583365
order	120	3.8254704975193849
order	413	4.4509533394466301
order	591	2.1957302647133976
order	901	1.478639622893575
order	1126	1.1157169034387269
order	1165	3.0072498322932701
order	35	2.4274907207876768
order	266	1.4710139262387196
order	307	3.7454458875433305
order	900	1.0203854402539516
order	357	3.4247733510239868
order	1199	6.9990798263218306
order	435	2.441226489006743
order	961	6.5476105212542501
order	943	0.75111779546843038
order	593	2.4272383903862473
order	876	1.9297733510239852
order	1061	0.83674394946866493
order	1109	1.1108292601781509
order	250	0.35316957909380625
order	969	0.83977335102398454
order	1007	1.68111779546843
order	61	0.41933299665459683
order	818	5.7444553351648384
order	976	1.2035729974253764
order	981	0.70884228943739258
order	40	0.0024667478307510283
order	329	0.17077926017815057
order	1018	1.1297876028152225
order	260	1.0216705390965117
order	652	1.9737735856263048
order	54	2.3585583526496676
order	105	0.46905723951184858
order	672	0.83787272496881537
order	512	1.5435089568126388
order	702	0.50662257084590967
order	942	4.5585133636524988
order	1223	5.8107191972475185
order	773	0.69818837465496786
order	785	2.8568185503115906
order	803	5.1425322148197097
order	1142	4.5421017502749592
order	459	2.1961237529409745
order	924	0.090440598973662897
order	993	1.1480780801747899
order	1213	0.22699247549968413
order	354	3.3492805858514396
order	962	4.2779896815226621
order	440	1.7949635043762615
order	952	0.10741541127697105
order	107	1.2277733510239861
order	102	0.38946847957490199
order	1051	0.75977335102398624
order	11	3.0390827420745437
order	363	0.68042732847824361
order	1144	8.8263455587071391
order	350	-0.04489240144581344
order	366	1.7253633187962725
order	522	2.7205008341837673
order	564	2.4897733510239863
order	637	0.53777335102398494
order	651	1.6228106882019468
order	863	1.1697733510239863
order	985	-0.5018671445903502
order	375	6.3191722253765095
order	536	2.2081244863905236
order	662	8.9567085690835242
order	733	2.9827848133394825
order	796	6.3973802092059309
order	362	2.708456880939655
order	640	2.0682099142523156
order	393	0.49732890657954149
order	204	1.5681955732462076
order	21	1.7697733510239859
order	468	0.45869588449847704
order	83	3.4065316865794522
order	391	15.982504018799496
order	1190	3.3225835335777743
order	1208	5.7365783673029869
order	1081	1.1786579495794955
order	321	1.8797733510239862
order	1098	0.91520377755094273
order	1118	3.9112538388651088
order	517	2.9345737976434076
order	757	3.5676521950094573
order	505	3.2674662189352652
order	210	3.0691488924325654
order	507	15.839610153410185
order	272	3.7359641190181403
order	527	0.32268634194145268
order	643	1.1822903712892625
order	801	7.0806567877381159
order	181	1.1409353890467298
order	233	4.0347815723074003
order	365	1.6809365480367906
order	235	4.4589756702306618
order	567	0.11471351361866997
order	778	1.479773351023985
order	725	3.1080770556855439
order	824	0.17421261947892516
order	51	1.8509074096421074
order	262	2.3012983426050604
order	388	3.1671222968922996
order	535	0.62410837234019167
order	708	2.3315714492909385
order	1087	1.684055417620401
order	90	5.7620297644697054
order	291	2.3481902657633937
order	744	1.6017674418698205
order	923	2.4175397380518859
order	539	9.9221345273705523
order	755	2.6724072365290783
order	1047	0.096688311433753102
order	648	4.2729382139894705
order	700	3.6328152473945781
order	1036	3.468098265389119
order	154	0.60001531403983832
order	583	0.31784249298298767
order	716	3.115691551838438
order	633	1.8643729172373817
order	1111	1.2466451986383746
order	246	0.93405782113229152
order	328	3.8878304437235425
order	473	5.1715316385827768
order	1183	6.11823315542728
order	277	3.3008849198011125
order	497	0.77577335102398581
order	886	1.2737848810380892
order	1046	0.74877335102398523
order	1130	3.180032528381938
order	483	1.5244947724747364
order	1031	4.6047993636198488
order	189	3.9463175093569709
order	840	7.1731894915423577
order	1045	-0.23983719538081641
order	737	3.0317336886986848
order	188	2.0629300843778742
order	485	3.1600137760761458
order	713	2.4367757832332888
order	1115	1.0863048843376053
order	1027	0.44777335102398502
order	929	3.3487853648696162
order	636	1.2090729678822241
order	836	1.3223049432702378
order	956	5.3226990590589933
order	1173	2.0787123941746342
order	91	6.6490545037475988
order	885	4.3226723252815136
order	152	6.1216854153463149
order	371	3.4819014089600535
order	760	2.6227782841959044
order	16	0.21430913937977955
order	741	2.108262563409705
order	1035	6.4796260051270353
order	101	0.74277926017815155
order	150	3.7470939870717479
order	462	3.3116977462078503
order	493	3.6845754659493934
order	545	1.7401179887911671
order	0	1.5072065049674441
order	585	1.8519277485537358
order	1090	1.2296827353712716
order	1155	4.4977446799456908
order	389	1.5245475605968108
order	403	4.8511918281440733
order	480	9.1418612967214941
order	1192	5.3050199245477216
order	289	2.200913947066661
order	409	4.0381753666792077
order	1128	3.2245848304678097
order	1103	7.0736859318681287
order	1226	1.2999312741005684
order	203	1.8080332352601656
order	477	3.9632976938605555
order	1174	0.67068375479847764
order	129	5.2099543111603612
order	281	0.23868906724436542
order	726	7.9463045228587577
order	144	1.3857340403567271
order	238	3.4887284335841486
order	419	0.99177335102398556
order	627	4.6386265571844394
order	472	3.7807826838815197
order	869	5.0502459353590048
order	343	2.3476473138856133
order	501	2.9316642177721479
order	1176	3.2644932918791678
order	1217	4.2730655368189385
order	657	1.1108292601781509
order	996	2.4934042669554835
order	573	4.0737116914918676
order	810	-0.10912967337920383
order	831	0.64011764565215823
order	963	0.43921282704097059
order	168	0.4317733510239859
order	244	1.3542023457884362
order	782	4.0519117892271508
order	577	4.0061904013972738
order	678	5.6541075623585924
order	237	3.0678472074311012
order	1008	1.5053615569836918
order	424	1.4052830196814083
order	137	12.839140934668819
order	806	6.275541664965842
order	954	5.4460772955086565
order	434	0.15502462472978032
order	252	1.4327063719496054
order	1138	0.37286305973073769
order	47	7.0016497556853947
order	412	0.038060538975436736
order	930	0.41994700585525452
order	73	1.834936861966658
order	575	3.346234988055127
order	626	2.8705810670224867
order	673	0.55534138792525467
order	754	4.8561254877761231
order	991	0.76977335102398603
order	211	2.5746206966821101
order	668	1.1403894879632754
order	1019	0.7643655704416471
order	1172	0.67320235191323474
order	691	2.6998885576373257
order	1072	3.5732109805306149
order	1209	1.9624844621350976
order	180	1.1622683777460794
order	1201	0.89737468642174778
order	681	1.6904740852185072
order	797	3.2781723485396967
order	1160	1.2397733510239848
order	49	15.085695279309814
order	977	12.360485733484648
order	77	5.8461720894886984
order	1125	4.9185603696338287
order	766	5.0399245137343822
order	336	5.447420792506942
order	1096	2.727697933278868
order	45	0.77649600926512097
order	222	2.499123290039543
order	846	0.98284946664035377
order	864	5.2847529450149606
order	509	8.654581966973895
order	999	2.5055782460600273
order	193	8.2664103473472466
order	489	6.2889130524376977
order	635	5.1030882565042344
order	830	9.4474930074898431
order	1080	1.730085509101587
order	1121	0.71311462897304589
order	710	0.12380687917971653
order	1069	2.805898517420474
order	159	3.3005020098618378
order	617	4.0787694948287969
order	664	6.894848275726452
order	117	1.0077733510239855
order	438	2.6938814424156523
order	852	-0.06724464164675556
order	989	6.7460259851521904
order	84	1.6212805964767887
order	587	3.7646825498689775
order	986	0.47077926017815125
order	1082	1.8874254680617168
order	63	2.4487561359363119
order	212	0.4397733510239859
order	256	2.8078486286188631
order	1085	2.5074866544158887
order	750	1.2127865631902246
order	1041	0.47747329204594641
order	406	7.4697729586591759
order	430	1.4937733510239861
order	959	2.5057470074335502
order	452	6.3188699141144546
order	675	0.34541259351148484
order	283	3.6845754659493934
order	975	6.1327209426418587
order	57	4.7203738111981721
order	402	1.0909511288017639
order	768	1.4657733510239856
order	1116	14.823435821383235
order	613	2.5814888633205699
order	50	4.0818100030650335
order	1026	1.8677990495800603
order	1207	4.1078632697839961
order	278	1.0203854402539516
order	299	11.332808334814079
order	240	0.82667778356486266
order	492	0.95089335054117952
order	571	4.0315083315850071
order	1139	3.1663779259500537
order	369	4.0407619131082324
order	1149	3.205763969958169
order	1159	1.2576020393679981
order	1178	0.58977335102398543
order	1127	2.7335755730771729
order	228	4.4712035555378256
order	303	1.7577733510239855
order	848	9.8763958674971821
order	588	2.0090244511262072
order	946	1.5564957022976069
order	257	1.7583478582550631
order	261	3.6121137251320405
order	965	4.156960036262757
order	609	0.47110362941967243
order	972	1.2052844621350975
order	599	6.0840219564871614
order	669	2.8546867913891902
order	625	0.2747247769250355
order	111	1.2084978900554058
order	232	0.54701630977507965
order	167	3.5515234634225754
order	893	3.838709940753374
order	1074	2.2625805763124371
order	1234	0.67377335102398594
order	324	2.6420888145101671
order	763	5.1982544765388381
order	1112	1.0754431204111634
order	132	6.1208661681640262
order	461	1.1057733510239853
order	608	0.91656616319560535
order	191	6.7488340898847152
order	495	1.1376511288017648
order	697	1.2339066843573216
order	701	8.8670685773949263
order	349	4.1548844621350973
order	479	2.2456695863670872
order	913	2.5623467035843359
order	974	5.7695072216060703
order	1020	2.2165611076577316
order	890	3.3727663384925641
order	1003	3.0020805184804189
order	784	2.5825335520848425
order	839	0.79502240538656321
order	944	1.3571066843573181
order	695	0.33754383209990346
order	707	4.1643942761009622
order	194	0.89570491325763513
order	488	1.2367293712816578
order	751	9.4109275859128907
order	242	0.37945640017153481
order	385	0.61577335102398612
order	983	0.95828730761644043
order	1028	5.1696636281337378
order	271	13.258291914759118
order	1119	4.5464609062348806
order	335	2.954504350795264
order	723	0.69173403319524362
order	1147	1.279126346065506
order	285	5.5753093274101921
order	939	1.1813810431711629
order	48	3.4126719158578065
order	381	4.3827644371163839
order	1202	5.5076674090769284
order	541	2.4250525751585807
order	1153	1.1953133187962721
order	25	3.2322733510239861
order	347	0.19778791229472151
order	530	2.1783000161079777
order	526	0.95577335102398597
order	582	4.082921341128972
order	446	2.5350473042318766
order	602	3.4131185775881332
order	139	4.3263598396400145
order	301	0.90298446213509809
order	1108	0.41555501354321478
order	586	1.1108292601781509
