row_id	orders	rider	cost
1260	14	227	3.1839999999999997
41738	147	622	0.96084444444444528
89011	171	538	1.1859999999999999
100642	21,123	948	2.9359999999999999
167166	38,199	880	11.767999999999999
193841	139	57	4.9582872415492769
211194	163	143	3.7876111111111115
244178	197	24	0.057999999999999829
336302	30,67,172	542	3.6577946762156408
351726	202	91	0.27200000000000024
438187	131	678	3.1253340197340194
524652	59	680	0.032000000000000028
534768	192	384	1.3504333333333336
578176	153	264	0.82600000000000018
729909	133,135	711	0.35000000000000142
739153	61	914	0.81199999999999939
792577	20,176	102	6.0686501915708817
805030	121	730	0.70030407239819015
820793	128	1005	0.010000000000001563
832822	79	50	1.3173777777777778
833751	102	192	2.2680000000000002
900179	145,200	779	1.5773444444444431
968701	58	712	1.1881777777777773
1004202	0,70,98	569	8.6084444444444443
1067891	146	673	7.7619999999999996
1114700	161	638	0.78000000000000025
1115660	179	559	2.5168396474410759
1243280	40	930	0.98799999999999955
1269367	186	285	1.968
1329122	162	516	1.188044444444444
1330229	78,96	895	0.74104444444444451
1338402	97,136	1098	7.2420000000000009
1343638	148	503	0.53399999999999948
1351476	160,187	688	9.4719999999999995
1398830	69	854	4.5278444444444439
1400564	104	171	1.274863404124347
1410979	29	870	3.2120000000000006
1421293	164	338	5.3339999999999996
1426921	37	922	5.6561000000000012
1439606	207	60	0.58000000000000007
1491545	82	465	0.64000000000000057
1537153	75	616	0.075999999999999623
1544213	173	859	1.3120000000000003
1594503	18	351	2.1399999999999988
1596264	50	587	6.0011111111111104
1613759	77	440	1.0713000000000008
1638613	206	589	1.5253444444444444
1639930	117,180	635	3.2659999999999982
1641958	48	972	10.512215789473686
1693861	129	626	4.586044444444445
1711461	151	646	3.155877777777778
1770441	25,158	965	1.3840000000000003
1803665	156	115	2.8481880341880355
1860661	108	695	1.2680444444444448
1866612	185	342	1.8320000000000007
1998233	106	172	2.9067777777777781
2015259	42,169	987	1.0988888888888879
2070451	2,23	984	1.3759999999999994
2082228	198	477	2.5738984224907391
2118404	66	651	2.1579999999999995
2165533	83	874	0.025111111111111778
2181357	93	160	5.176885906040269
2218095	175	61	0.74015555555555612
2265762	196	1166	3.2079999999999993
2273934	107	909	0.57649999999999979
2275695	126	355	0.59600000000000009
2298230	10	612	0.40000000000000036
2317263	65	821	0.49044444444444424
2360388	22	218	1.6280000000000001
2365115	90	1044	6.9959999999999987
2407228	39	274	1.3573888888888892
2408155	52	588	4.649509661835749
2412612	134,154	237	2.6780000000000008
2421350	15	402	1.9086777777777777
2515248	51	316	1.0920000000000005
2573871	35,195	983	11.247511111111113
2605586	26	31	0.30763333333333387
2655886	87	528	1.5369444444444456
2675538	144	336	4.2119999999999997
2683858	53	1063	1.4180000000000001
2761810	73,184	478	4.5734161669606124
2782302	138	346	1.3590617652255532
2805651	45,174	296	0.83399999999999963
2845069	152	87	2.5359999999999996
2889667	141	630	4.3799999999999999
2906691	3,130	562	3.6536555555555568
2918213	114	155	0.23399999999999999
2974602	49	56	2.5440000000000005
3040533	112	781	3.4782777777777789
3064375	12	462	0.34999999999999964
3090912	165	814	1.4720000000000004
3092498	1,201	1185	1.4939999999999998
3093841	209	1182	0.14200000000000035
3135761	150	220	3.5308638888888888
3195706	137	726	2.1639999999999997
3228915	170	287	2.1859999999999999
3291425	190	106	0.5259999999999998
3329500	46,63	176	1.4480000000000004
3335782	68,132	506	0.29599999999999937
3366670	166	624	0.1460000000000008
3427432	159	941	0.78800000000000026
3431406	5	359	1.4679999999999997
3467627	86	1114	2.6239999999999988
3562498	9,194	1085	3.5680444444444457
3570607	28	199	3.0589444444444451
3605150	80	1140	1.3559999999999999
3635449	72	49	1.1539999999999999
3718971	168	797	0.12400000000000055
3758535	84	708	0.032000000000000028
3759522	105	572	0.43007301587301616
3850678	88	809	1.8273444444444449
3884700	64,208	881	2.8000000000000007
3938510	32	124	2.1715555555555559
3982323	210	476	1.2310956521739118
3988907	100	1170	4.9859499537925647
4003155	76	142	1.0067411764705885
4045631	11,19,95	524	6.1489000000000011
4111419	101	868	0.16600000000000037
4144066	120	173	4.4619999999999997
4165818	204	320	5.7680000000000007
4174915	124	798	0.84600000000000009
4230196	44	235	7.7680000000000007
4236567	54,193	1129	3.624000000000001
4260116	31	658	2.1840000000000011
4315573	155	205	3.9859999999999989
4388522	113	943	1.0309000000000006
4396444	6	929	2.2220000000000009
