kind	id	value
order	13	0.49964016248339227
order	96	0.55220290105538028
order	115	2.4599252888027281
order	165	1.7575898001479342
order	42	0.13221668732998013
order	90	7.2732698786575138
order	148	0.48395754922984996
order	153	0.82646719330138774
order	3	2.0085084566109366
order	104	1.4565440829575049
order	142	4.9869636002087008
order	190	1.1365107929846836
order	11	0.10281367629004437
order	19	2.8823083122233637
order	149	1.7328796407883607
order	67	1.0146177261349294
order	175	0.9254163770764644
order	207	1.5323388847166322
order	27	2.3252358404844844
order	113	1.3691834802389435
order	166	0.17540406610265627
order	59	0.55158617086477824
order	83	0.086216734362070307
order	89	2.6497694933454841
order	75	0.25685704802614034
order	101	0.17121769092890057
order	134	1.5272089909022328
order	111	3.9131449990524891
order	112	3.7096286526203741
order	143	3.6042534802305068
order	39	2.1415478514530695
order	45	0.5986806788331579
order	92	0.96287810095467674
order	182	3.1221557456076297
order	185	2.820971970213646
order	201	0.91313053830343949
order	91	1.6318753544338642
order	116	0.46768067883315761
order	122	0.54471272111052682
order	43	2.1959785894433397
order	51	1.1877148876617427
order	128	0.38801616748795353
order	155	3.9130776123753996
order	41	1.4632111843214499
order	46	2.0076447933066555
order	84	0.044597290794626848
order	98	3.3860698824443931
order	119	1.9660057301817071
order	127	5.2697137411637813
order	30	1.0146177261349294
order	68	0.32968067883315771
order	181	1.5322064714638357
order	179	2.4733561016666838
order	208	2.682978291690965
order	54	1.9936806788331585
order	66	2.4226637628887358
order	121	0.88198475123134823
order	135	0.18888468938043765
order	132	0.097486582679163075
order	158	0.51596629594125842
order	25	1.1526034264206246
order	0	1.9686070515021254
order	100	5.1265551594383556
order	173	2.1381451390747777
order	105	0.52191895116481812
order	169	0.76248647147786131
order	110	5.4059450910384115
order	17	1.0510556180964843
order	154	1.4516139304200555
order	120	4.4678713321986834
order	126	0.79499316983979451
order	62	4.8859469361810959
order	114	0.37066718824075895
order	131	5.4290593600594637
order	49	2.5520317451137684
order	152	2.6122548532086389
order	95	4.5739187755722375
order	167	2.389024633951935
order	174	0.5986806788331579
order	150	3.8328195244409171
order	159	0.85456288224581567
order	1	0.039980280058630496
order	78	0.53852512327760349
order	14	3.2746273874714951
order	6	2.4036806788331591
order	147	1.1425251232776032
order	193	1.9936806788331585
order	15	1.9831483091602551
order	172	1.3698141087190931
order	24	3.7489594344481323
order	37	5.693636059500963
order	58	1.2000466390281335
order	69	4.7095251232776016
order	52	4.8615709393321342
order	12	0.53168067883315773
order	70	3.3566754379999475
order	140	2.1456806788331582
order	64	2.3863616483787888
order	130	2.0085084566109366
order	129	4.5890800258333337
order	133	0.35668067883315874
order	63	-0.13023712216260377
order	191	6.9387575514988757
order	5	1.5052943508341463
order	7	2.1743063001610738
order	4	2.7475928098932285
order	99	0.582489412819996
order	103	1.3357597523154485
order	145	1.8848627671740432
order	137	2.3456806788331575
order	29	3.1953714577539296
order	94	1.0785806788331584
order	186	2.1496806788331577
order	195	4.8914554554137917
order	93	5.2083614450054165
order	36	0.53409226146890643
order	136	3.6515795243197986
order	146	7.8062036163934634
order	202	1.4825399046748988
order	18	2.2847888286489755
order	210	1.6366790149650523
order	9	2.1408093059193294
order	23	2.2584224364976322
order	188	5.2003947916484918
order	10	0.41145795098134397
order	71	3.2140806788331586
order	80	1.457957449895251
order	87	1.5959277262606006
order	2	1.6865175915233426
order	56	3.2811348898182255
order	82	1.9555709379929531
order	192	1.5321140121664916
order	194	2.0455045594284877
order	200	0.089143573553181615
order	168	0.60145235075969794
order	197	1.108408655305394
order	31	3.0743074529785135
order	108	1.4793456651174257
order	88	2.0090251232776026
order	180	2.0419742404593477
order	77	2.4232615061324823
order	171	1.1901768139211215
order	60	2.8583384300782586
order	109	0.76608067883315767
order	157	1.5195157441166374
order	206	1.7070251232776024
order	38	7.3867899946997504
order	57	2.1686583475911205
order	162	2.6028562648333589
order	55	1.9193363064339715
order	117	1.5009742404593482
order	32	2.8607700999824526
order	35	6.4463549810525311
order	72	0.67546393807549154
order	141	4.5330770327902954
order	107	0.6687946017747618
order	74	0.73324360907496422
order	20	2.659528689036823
order	73	1.9059376485288111
order	183	6.1891095571018724
order	28	3.2406251232776029
order	124	0.8533226825806135
order	160	1.8137188695077806
