kind	id	value
order	22	0.61805420725220761
order	58	1.0366606038363397
order	124	0.58270084269152689
order	432	1.2290610343114121
order	151	5.1525690778107682
order	205	2.8817967643121394
order	368	7.4087728493817124
order	414	1.6063134449216903
order	18	2.832467562825959
order	37	0.50956923041893798
order	191	2.097630176742673
order	226	1.186609820326562
order	59	1.4934735015914518
order	206	2.2623449035284118
order	248	3.983296154729147
order	46	2.8428192198018079
order	51	5.5602279019520724
order	372	0.69178162351016714
order	78	4.0329194480854325
order	282	3.5793995068631497
order	139	0.0086555070732041162
order	391	0.14701331103836177
order	418	2.0861045877328652
order	434	0.66915454848354428
order	128	4.7185492080531999
order	208	1.3902337884809617
order	423	0.94937824333336185
order	435	4.4702958425064008
order	10	1.3889383957520378
order	127	2.4635007387317445
order	158	0.84990022721668901
order	358	2.2599160458733993
order	70	1.0318192198018075
order	83	2.4778192198018085
order	221	3.7860453656709865
order	310	4.5517324962749584
order	43	1.8540896165798428
order	66	0.52624715375638365
order	327	2.9834407685208211
order	415	2.2498072184943791
order	100	1.26961391880935
order	220	2.2373975705082332
order	422	2.1686797940791012
order	53	3.0315658594338299
order	111	1.7860618211042176
order	173	2.6856114051510613
order	216	2.3045613452669094
order	16	3.66400505665476
order	148	4.1413821119052452
order	175	1.1020655467719236
order	265	1.1380694808773879
order	24	2.8211439846153485
order	214	1.2541834311937046
order	343	0.40147697212737643
order	105	1.2072733135899805
order	177	2.5098192198018077
order	64	2.9842098004019606
order	266	3.6107840807797507
order	328	6.3420600158569425
order	407	2.2013764714188393
order	32	2.4347343887167718
order	39	1.5221967987258511
order	114	4.6353150485854755
order	409	2.6420023419646794
order	54	2.0437621432768092
order	121	4.7858981453236975
order	283	2.9985582819294376
order	338	4.6062597392028168
order	41	1.5685286960758946
order	179	3.1790172302416546
order	118	0.26755867794937699
order	219	3.2559754774155625
order	405	0.30180941256322596
order	79	0.54471921980180771
order	129	1.1738192198018069
order	11	0.86383555141302326
order	36	2.597576534406044
order	73	4.6613479544318368
order	169	0.2653603736393973
order	344	1.5673231517596715
order	424	0.58746567691558815
order	76	0.27216474835131738
order	154	2.0861045877328652
order	252	3.2624629120839961
order	347	3.0092462312742096
order	156	3.6213337404167771
order	384	1.9053150949500273
order	429	0.50024743272347705
order	34	1.9475439657622697
order	172	1.3498192198018071
order	395	3.6213337404167771
order	439	2.9840826640033007
order	209	1.8719445722918642
order	131	1.6766696026048686
order	133	2.1841054619908054
order	360	4.897546988050177
order	397	0.84990022721668901
order	86	4.1838717064670972
order	365	1.9545337416481181
order	322	1.5299171377436616
order	382	1.439099507017759
order	396	2.8963195394316972
order	42	2.9265950506166822
order	279	2.3658192198018071
order	157	2.661691133949752
order	182	2.7430461616123765
order	183	3.8034374651248442
order	189	2.9090348950822968
order	201	4.7720032290074252
order	383	1.8717662994965516
order	403	2.8109210859316178
order	65	0.6138192198018082
order	126	2.629108624375128
order	314	7.870392810251726
order	88	5.8725137928158073
order	97	2.9774073262062197
order	199	1.1669858864684752
order	31	3.5536275392040237
order	163	1.6581610321027713
order	244	1.1568692198018078
order	430	3.4230331078626293
order	27	0.047116384210915213
order	234	0.99677726984141046
order	71	2.0366525531351396
order	292	1.1157979690609741
order	84	2.1166917952319202
order	223	4.0613632834346243
order	354	2.5728876721658374
order	364	1.1618192198018082
order	285	2.7667012985791009
order	263	1.6794614725956323
